"Version","Task","Concept","Att 1 - Conservation measure","Att 2 - Global coral coverage remaining in 50 years","Att 3 - Reef fish species at risk of extinction in 50 years","Att 4 - Contribution per year"
55,6,1,3,7,4,8
55,6,2,4,5,7,2
55,6,3,1,7,7,1
56,1,1,4,1,7,4
56,1,2,3,4,4,6
56,1,3,1,4,7,1
56,2,1,2,4,2,2
56,2,2,3,1,4,8
56,2,3,1,4,4,1
56,3,1,2,1,4,6
56,3,2,4,4,1,4
56,3,3,1,4,4,1
56,4,1,3,1,4,3
56,4,2,2,3,1,7
56,4,3,1,4,4,1
56,5,1,3,5,4,2
56,5,2,2,7,1,8
56,5,3,1,7,4,1
56,6,1,2,6,6,3
56,6,2,4,6,6,7
56,6,3,1,7,7,1
57,1,1,3,2,7,6
57,1,2,2,3,5,4
57,1,3,1,4,7,1
57,2,1,2,2,7,2
57,2,2,4,4,4,8
57,2,3,1,4,7,1
57,3,1,3,2,7,2
57,3,2,4,3,4,8
57,3,3,1,4,7,1
57,4,1,3,6,4,8
57,4,2,4,5,7,2
57,4,3,1,7,7,1
57,5,1,3,2,3,5
57,5,2,4,2,2,5
57,5,3,1,4,4,1
57,6,1,3,3,5,8
57,6,2,4,3,6,2
57,6,3,1,4,7,1
58,1,1,2,4,1,6
58,1,2,4,1,4,4
58,1,3,1,4,4,1
58,2,1,2,6,2,4
58,2,2,3,4,3,6
58,2,3,1,7,4,1
58,3,1,2,4,4,7
58,3,2,3,7,2,3
58,3,3,1,7,4,1
58,4,1,3,3,5,7
58,4,2,2,2,6,3
58,4,3,1,4,7,1
58,5,1,2,1,6,7
58,5,2,4,4,4,3
58,5,3,1,4,7,1
58,6,1,2,6,4,5
58,6,2,4,5,6,5
58,6,3,1,7,7,1
59,1,1,3,4,2,2
59,1,2,2,1,3,8
59,1,3,1,4,4,1
59,2,1,4,3,1,7
59,2,2,3,1,4,3
59,2,3,1,4,4,1
59,3,1,4,4,4,6
59,3,2,3,7,1,3
59,3,3,1,7,4,1
59,4,1,2,7,1,8
59,4,2,4,5,4,2
59,4,3,1,7,4,1
59,5,1,4,5,5,4
59,5,2,3,6,5,5
59,5,3,1,7,7,1
59,6,1,4,5,3,4
59,6,2,2,7,2,6
59,6,3,1,7,4,1
60,1,1,4,4,1,2
60,1,2,2,1,3,7
60,1,3,1,4,4,1
60,2,1,4,7,4,6
60,2,2,3,4,7,3
60,2,3,1,7,7,1
60,3,1,4,4,4,4
60,3,2,2,7,1,6
60,3,3,1,7,4,1
60,4,1,3,4,4,6
60,4,2,2,7,1,4
60,4,3,1,7,4,1
60,5,1,3,1,3,5
60,5,2,4,3,2,5
60,5,3,1,4,4,1
60,6,1,2,4,2,2
60,6,2,3,1,3,8
60,6,3,1,4,4,1
61,1,1,2,5,7,3
61,1,2,4,7,4,8
61,1,3,1,7,7,1
61,2,1,4,1,3,5
61,2,2,2,3,2,5
61,2,3,1,4,4,1
61,3,1,4,1,3,8
61,3,2,3,4,2,2
61,3,3,1,4,4,1
61,4,1,3,7,4,2
61,4,2,2,4,6,7
61,4,3,1,7,7,1
61,5,1,2,2,7,3
61,5,2,3,3,4,7
61,5,3,1,4,7,1
61,6,1,2,2,6,5
61,6,2,4,2,5,4
61,6,3,1,4,7,1
62,1,1,3,6,1,8
62,1,2,2,5,4,2
62,1,3,1,7,4,1
62,2,1,2,2,2,7
62,2,2,3,3,3,3
62,2,3,1,4,4,1
62,3,1,3,6,5,5
62,3,2,4,4,6,5
62,3,3,1,7,7,1
62,4,1,4,1,4,8
62,4,2,3,4,2,2
62,4,3,1,4,4,1
62,5,1,4,7,2,2
62,5,2,2,4,3,8
62,5,3,1,7,4,1
62,6,1,2,6,6,3
62,6,2,4,5,5,7
62,6,3,1,7,7,1
63,1,1,4,7,4,3
63,1,2,3,4,7,6
63,1,3,1,7,7,1
63,2,1,4,1,6,7
63,2,2,2,4,4,2
63,2,3,1,4,7,1
63,3,1,3,1,6,5
63,3,2,4,3,5,4
63,3,3,1,4,7,1
63,4,1,4,7,1,6
63,4,2,3,4,4,4
63,4,3,1,7,4,1
63,5,1,2,3,2,4
63,5,2,4,2,4,6
63,5,3,1,4,4,1
63,6,1,3,4,5,3
63,6,2,2,2,5,7
63,6,3,1,4,7,1
64,1,1,2,3,5,4
64,1,2,3,2,7,6
64,1,3,1,4,7,1
64,2,1,4,5,3,7
64,2,2,2,6,2,3
64,2,3,1,7,4,1
64,3,1,2,2,6,5
64,3,2,3,3,4,5
64,3,3,1,4,7,1
64,4,1,2,6,1,7
64,4,2,4,5,4,3
64,4,3,1,7,4,1
64,5,1,4,6,3,5
64,5,2,3,5,3,4
64,5,3,1,7,4,1
64,6,1,4,4,1,6
64,6,2,2,1,4,4
64,6,3,1,4,4,1
65,1,1,3,4,1,3
65,1,2,2,1,4,6
65,1,3,1,4,4,1
65,2,1,4,2,7,3
65,2,2,3,3,4,7
65,2,3,1,4,7,1
65,3,1,4,3,5,4
65,3,2,3,3,6,5
65,3,3,1,4,7,1
65,4,1,3,2,5,4
65,4,2,2,2,6,5
65,4,3,1,4,7,1
65,5,1,3,4,6,8
65,5,2,2,7,5,2
65,5,3,1,7,7,1
65,6,1,3,7,1,8
65,6,2,4,5,4,2
65,6,3,1,7,4,1
66,1,1,4,4,4,4
66,1,2,3,7,1,6
66,1,3,1,7,4,1
66,2,1,2,7,2,2
66,2,2,3,4,4,8
66,2,3,1,7,4,1
66,3,1,2,1,4,6
66,3,2,4,4,1,4
66,3,3,1,4,4,1
66,4,1,3,1,4,3
66,4,2,2,3,1,7
66,4,3,1,4,4,1
66,5,1,3,2,4,2
66,5,2,2,4,1,8
66,5,3,1,4,4,1
66,6,1,2,6,3,3
66,6,2,4,6,3,7
66,6,3,1,7,4,1
67,1,1,3,2,4,6
67,1,2,2,3,2,4
67,1,3,1,4,4,1
67,2,1,2,5,7,2
67,2,2,4,7,4,8
67,2,3,1,7,7,1
67,3,1,3,2,4,2
67,3,2,4,3,1,8
67,3,3,1,4,4,1
67,4,1,3,3,4,8
67,4,2,4,2,7,2
67,4,3,1,4,7,1
67,5,1,3,2,6,5
67,5,2,4,2,5,5
67,5,3,1,4,7,1
67,6,1,3,3,2,8
67,6,2,4,3,3,2
67,6,3,1,4,4,1
68,1,1,2,7,4,6
68,1,2,4,4,7,4
68,1,3,1,7,7,1
68,2,1,2,3,5,4
68,2,2,3,1,6,6
68,2,3,1,4,7,1
68,3,1,2,4,7,7
68,3,2,3,7,5,3
68,3,3,1,7,7,1
68,4,1,3,3,5,7
68,4,2,2,2,6,3
68,4,3,1,4,7,1
68,5,1,2,1,6,7
68,5,2,4,4,4,3
68,5,3,1,4,7,1
68,6,1,2,6,1,5
68,6,2,4,5,3,5
68,6,3,1,7,4,1
69,1,1,3,4,5,2
69,1,2,2,1,6,8
69,1,3,1,4,7,1
69,2,1,4,3,4,7
69,2,2,3,1,7,3
69,2,3,1,4,7,1
69,3,1,4,1,4,6
69,3,2,3,4,1,3
69,3,3,1,4,4,1
69,4,1,2,7,4,8
69,4,2,4,5,7,2
69,4,3,1,7,7,1
69,5,1,4,5,5,4
69,5,2,3,6,5,5
69,5,3,1,7,7,1
69,6,1,4,5,3,4
69,6,2,2,7,2,6
69,6,3,1,7,4,1
70,1,1,4,4,1,2
70,1,2,2,1,3,7
70,1,3,1,4,4,1
70,2,1,4,4,1,6
70,2,2,3,1,4,3
70,2,3,1,4,4,1
70,3,1,4,4,4,4
70,3,2,2,7,1,6
70,3,3,1,7,4,1
70,4,1,3,1,4,6
70,4,2,2,4,1,4
70,4,3,1,4,4,1
70,5,1,3,4,3,5
70,5,2,4,6,2,5
70,5,3,1,7,4,1
70,6,1,2,7,2,2
70,6,2,3,4,3,8
70,6,3,1,7,4,1
71,1,1,2,5,7,3
71,1,2,4,7,4,8
71,1,3,1,7,7,1
71,2,1,4,1,3,5
71,2,2,2,3,2,5
71,2,3,1,4,4,1
71,3,1,4,1,3,8
71,3,2,3,4,2,2
71,3,3,1,4,4,1
71,4,1,3,7,4,2
71,4,2,2,4,6,7
71,4,3,1,7,7,1
71,5,1,2,2,7,3
71,5,2,3,3,4,7
71,5,3,1,4,7,1
71,6,1,2,2,6,5
71,6,2,4,2,5,4
71,6,3,1,4,7,1
72,1,1,3,3,4,8
72,1,2,2,2,7,2
72,1,3,1,4,7,1
72,2,1,2,5,5,7
72,2,2,3,6,6,3
72,2,3,1,7,7,1
72,3,1,3,6,5,5
72,3,2,4,4,6,5
72,3,3,1,7,7,1
72,4,1,4,4,7,8
72,4,2,3,7,5,2
72,4,3,1,7,7,1
72,5,1,4,4,5,2
72,5,2,2,1,6,8
72,5,3,1,4,7,1
72,6,1,2,3,6,3
72,6,2,4,2,5,7
72,6,3,1,4,7,1
73,1,1,4,7,1,3
73,1,2,3,4,4,6
73,1,3,1,7,4,1
73,2,1,4,1,3,7
73,2,2,2,4,1,2
73,2,3,1,4,4,1
73,3,1,3,4,6,5
73,3,2,4,6,5,4
73,3,3,1,7,7,1
73,4,1,4,7,1,6
73,4,2,3,4,4,4
73,4,3,1,7,4,1
73,5,1,2,3,2,4
73,5,2,4,2,4,6
73,5,3,1,4,4,1
73,6,1,3,4,5,3
73,6,2,2,2,5,7
73,6,3,1,4,7,1
74,1,1,2,6,5,4
74,1,2,3,5,7,6
74,1,3,1,7,7,1
74,2,1,4,5,6,7
74,2,2,2,6,5,3
74,2,3,1,7,7,1
74,3,1,2,2,6,5
74,3,2,3,3,4,5
74,3,3,1,4,7,1
74,4,1,2,3,4,7
74,4,2,4,2,7,3
74,4,3,1,4,7,1
74,5,1,4,6,6,5
74,5,2,3,5,6,4
74,5,3,1,7,7,1
74,6,1,4,7,1,6
74,6,2,2,4,4,4
74,6,3,1,7,4,1
75,1,1,3,4,4,3
75,1,2,2,1,7,6
75,1,3,1,4,7,1
75,2,1,4,5,4,3
75,2,2,3,6,1,7
75,2,3,1,7,4,1
75,3,1,4,6,2,4
75,3,2,3,6,3,5
75,3,3,1,7,4,1
75,4,1,3,2,5,4
75,4,2,2,2,6,5
75,4,3,1,4,7,1
75,5,1,3,4,3,8
75,5,2,2,7,2,2
75,5,3,1,7,4,1
75,6,1,3,7,4,8
75,6,2,4,5,7,2
75,6,3,1,7,7,1
76,1,1,4,1,4,4
76,1,2,3,4,1,6
76,1,3,1,4,4,1
76,2,1,2,4,5,2
76,2,2,3,1,7,8
76,2,3,1,4,7,1
76,3,1,2,1,7,6
76,3,2,4,4,4,4
76,3,3,1,4,7,1
76,4,1,3,1,4,3
76,4,2,2,3,1,7
76,4,3,1,4,4,1
76,5,1,3,5,4,2
76,5,2,2,7,1,8
76,5,3,1,7,4,1
76,6,1,2,3,3,3
76,6,2,4,3,3,7
76,6,3,1,4,4,1
77,1,1,3,5,7,6
77,1,2,2,6,5,4
77,1,3,1,7,7,1
77,2,1,2,5,4,2
77,2,2,4,7,1,8
77,2,3,1,7,4,1
77,3,1,3,2,4,2
77,3,2,4,3,1,8
77,3,3,1,4,4,1
77,4,1,3,3,1,8
77,4,2,4,2,4,2
77,4,3,1,4,4,1
77,5,1,3,5,3,5
77,5,2,4,5,2,5
77,5,3,1,7,4,1
77,6,1,3,3,2,8
77,6,2,4,3,3,2
77,6,3,1,4,4,1
78,1,1,2,4,4,6
78,1,2,4,1,7,4
78,1,3,1,4,7,1
78,2,1,2,3,5,4
78,2,2,3,1,6,6
78,2,3,1,4,7,1
78,3,1,2,1,7,7
78,3,2,3,4,5,3
78,3,3,1,4,7,1
78,4,1,3,6,2,7
78,4,2,2,5,3,3
78,4,3,1,7,4,1
78,5,1,2,1,3,7
78,5,2,4,4,1,3
78,5,3,1,4,4,1
78,6,1,2,3,4,5
78,6,2,4,2,6,5
78,6,3,1,4,7,1
79,1,1,3,4,5,2
79,1,2,2,1,6,8
79,1,3,1,4,7,1
79,2,1,4,6,1,7
79,2,2,3,4,4,3
79,2,3,1,7,4,1
79,3,1,4,1,7,6
79,3,2,3,4,4,3
79,3,3,1,4,7,1
79,4,1,2,4,4,8
79,4,2,4,2,7,2
79,4,3,1,4,7,1
79,5,1,4,2,5,4
79,5,2,3,3,5,5
79,5,3,1,4,7,1
79,6,1,4,5,6,4
79,6,2,2,7,5,6
79,6,3,1,7,7,1
80,1,1,4,4,1,2
80,1,2,2,1,3,7
80,1,3,1,4,4,1
80,2,1,4,7,1,6
80,2,2,3,4,4,3
80,2,3,1,7,4,1
80,3,1,4,4,4,4
80,3,2,2,7,1,6
80,3,3,1,7,4,1
80,4,1,3,4,4,6
80,4,2,2,7,1,4
80,4,3,1,7,4,1
80,5,1,3,4,6,5
80,5,2,4,6,5,5
80,5,3,1,7,7,1
80,6,1,2,7,2,2
80,6,2,3,4,3,8
80,6,3,1,7,4,1
81,1,1,2,5,7,3
81,1,2,4,7,4,8
81,1,3,1,7,7,1
81,2,1,4,4,6,5
81,2,2,2,6,5,5
81,2,3,1,7,7,1
81,3,1,4,4,3,8
81,3,2,3,7,2,2
81,3,3,1,7,4,1
81,4,1,3,4,4,2
81,4,2,2,1,6,7
81,4,3,1,4,7,1
81,5,1,2,5,7,3
81,5,2,3,6,4,7
81,5,3,1,7,7,1
81,6,1,2,2,6,5
81,6,2,4,2,5,4
81,6,3,1,4,7,1
82,1,1,3,6,4,8
82,1,2,2,5,7,2
82,1,3,1,7,7,1
82,2,1,2,2,2,7
82,2,2,3,3,3,3
82,2,3,1,4,4,1
82,3,1,3,3,5,5
82,3,2,4,1,6,5
82,3,3,1,4,7,1
82,4,1,4,4,7,8
82,4,2,3,7,5,2
82,4,3,1,7,7,1
82,5,1,4,7,5,2
82,5,2,2,4,6,8
82,5,3,1,7,7,1
82,6,1,2,6,3,3
82,6,2,4,5,2,7
82,6,3,1,7,4,1
83,1,1,4,7,4,3
83,1,2,3,4,7,6
83,1,3,1,7,7,1
83,2,1,4,4,6,7
83,2,2,2,7,4,2
83,2,3,1,7,7,1
83,3,1,3,4,3,5
83,3,2,4,6,2,4
83,3,3,1,7,4,1
83,4,1,4,4,4,6
83,4,2,3,1,7,4
83,4,3,1,4,7,1
83,5,1,2,6,2,4
83,5,2,4,5,4,6
83,5,3,1,7,4,1
83,6,1,3,4,5,3
83,6,2,2,2,5,7
83,6,3,1,4,7,1
84,1,1,2,3,5,4
84,1,2,3,2,7,6
84,1,3,1,4,7,1
84,2,1,4,5,6,7
84,2,2,2,6,5,3
84,2,3,1,7,7,1
84,3,1,2,5,6,5
84,3,2,3,6,4,5
84,3,3,1,7,7,1
84,4,1,2,6,1,7
84,4,2,4,5,4,3
84,4,3,1,7,4,1
84,5,1,4,6,3,5
84,5,2,3,5,3,4
84,5,3,1,7,4,1
84,6,1,4,4,4,6
84,6,2,2,1,7,4
84,6,3,1,4,7,1
85,1,1,3,7,4,3
85,1,2,2,4,7,6
85,1,3,1,7,7,1
85,2,1,4,2,7,3
85,2,2,3,3,4,7
85,2,3,1,4,7,1
85,3,1,4,6,5,4
85,3,2,3,6,6,5
85,3,3,1,7,7,1
85,4,1,3,2,2,4
85,4,2,2,2,3,5
85,4,3,1,4,4,1
85,5,1,3,1,6,8
85,5,2,2,4,5,2
85,5,3,1,4,7,1
85,6,1,3,7,1,8
85,6,2,4,5,4,2
85,6,3,1,7,4,1
86,1,1,4,1,7,4
86,1,2,3,4,4,6
86,1,3,1,4,7,1
86,2,1,2,7,5,2
86,2,2,3,4,7,8
86,2,3,1,7,7,1
86,3,1,2,4,4,6
86,3,2,4,7,1,4
86,3,3,1,7,4,1
86,4,1,3,4,7,3
86,4,2,2,6,4,7
86,4,3,1,7,7,1
86,5,1,3,5,7,2
86,5,2,2,7,4,8
86,5,3,1,7,7,1
86,6,1,2,6,6,3
86,6,2,4,6,6,7
86,6,3,1,7,7,1
87,1,1,3,2,4,6
87,1,2,2,3,2,4
87,1,3,1,4,4,1
87,2,1,2,2,4,2
87,2,2,4,4,1,8
87,2,3,1,4,4,1
87,3,1,3,5,7,2
87,3,2,4,6,4,8
87,3,3,1,7,7,1
87,4,1,3,3,4,8
87,4,2,4,2,7,2
87,4,3,1,4,7,1
87,5,1,3,2,3,5
87,5,2,4,2,2,5
87,5,3,1,4,4,1
87,6,1,3,6,2,8
87,6,2,4,6,3,2
87,6,3,1,7,4,1
88,1,1,2,4,4,6
88,1,2,4,1,7,4
88,1,3,1,4,7,1
88,2,1,2,3,2,4
88,2,2,3,1,3,6
88,2,3,1,4,4,1
88,3,1,2,4,4,7
88,3,2,3,7,2,3
88,3,3,1,7,4,1
88,4,1,3,3,2,7
88,4,2,2,2,3,3
88,4,3,1,4,4,1
88,5,1,2,4,3,7
88,5,2,4,7,1,3
88,5,3,1,7,4,1
88,6,1,2,6,1,5
88,6,2,4,5,3,5
88,6,3,1,7,4,1
89,1,1,3,7,2,2
89,1,2,2,4,3,8
89,1,3,1,7,4,1
89,2,1,4,6,4,7
89,2,2,3,4,7,3
89,2,3,1,7,7,1
89,3,1,4,1,7,6
89,3,2,3,4,4,3
89,3,3,1,4,7,1
89,4,1,2,4,4,8
89,4,2,4,2,7,2
89,4,3,1,4,7,1
89,5,1,4,5,2,4
89,5,2,3,6,2,5
89,5,3,1,7,4,1
89,6,1,4,2,3,4
89,6,2,2,4,2,6
89,6,3,1,4,4,1
90,1,1,4,4,4,2
90,1,2,2,1,6,7
90,1,3,1,4,7,1
90,2,1,4,4,4,6
90,2,2,3,1,7,3
90,2,3,1,4,7,1
90,3,1,4,4,4,4
90,3,2,2,7,1,6
90,3,3,1,7,4,1
90,4,1,3,4,7,6
90,4,2,2,7,4,4
90,4,3,1,7,7,1
90,5,1,3,4,3,5
90,5,2,4,6,2,5
90,5,3,1,7,4,1
90,6,1,2,4,5,2
90,6,2,3,1,6,8
90,6,3,1,4,7,1
91,1,1,2,5,7,3
91,1,2,4,7,4,8
91,1,3,1,7,7,1
91,2,1,4,1,6,5
91,2,2,2,3,5,5
91,2,3,1,4,7,1
91,3,1,4,4,6,8
91,3,2,3,7,5,2
91,3,3,1,7,7,1
91,4,1,3,7,1,2
91,4,2,2,4,3,7
91,4,3,1,7,4,1
91,5,1,2,5,7,3
91,5,2,3,6,4,7
91,5,3,1,7,7,1
91,6,1,2,2,3,5
91,6,2,4,2,2,4
91,6,3,1,4,4,1
92,1,1,3,3,4,8
92,1,2,2,2,7,2
92,1,3,1,4,7,1
92,2,1,2,2,2,7
92,2,2,3,3,3,3
92,2,3,1,4,4,1
92,3,1,3,6,5,5
92,3,2,4,4,6,5
92,3,3,1,7,7,1
92,4,1,4,1,4,8
92,4,2,3,4,2,2
92,4,3,1,4,4,1
92,5,1,4,7,5,2
92,5,2,2,4,6,8
92,5,3,1,7,7,1
92,6,1,2,3,3,3
92,6,2,4,2,2,7
92,6,3,1,4,4,1
93,1,1,4,7,1,3
93,1,2,3,4,4,6
93,1,3,1,7,4,1
93,2,1,4,4,6,7
93,2,2,2,7,4,2
93,2,3,1,7,7,1
93,3,1,3,4,3,5
93,3,2,4,6,2,4
93,3,3,1,7,4,1
93,4,1,4,7,1,6
93,4,2,3,4,4,4
93,4,3,1,7,4,1
93,5,1,2,3,5,4
93,5,2,4,2,7,6
93,5,3,1,4,7,1
93,6,1,3,4,5,3
93,6,2,2,2,5,7
93,6,3,1,4,7,1
94,1,1,2,6,5,4
94,1,2,3,5,7,6
94,1,3,1,7,7,1
94,2,1,4,5,6,7
94,2,2,2,6,5,3
94,2,3,1,7,7,1
94,3,1,2,2,3,5
94,3,2,3,3,1,5
94,3,3,1,4,4,1
94,4,1,2,3,4,7
94,4,2,4,2,7,3
94,4,3,1,4,7,1
94,5,1,4,6,3,5
94,5,2,3,5,3,4
94,5,3,1,7,4,1
94,6,1,4,7,1,6
94,6,2,2,4,4,4
94,6,3,1,7,4,1
95,1,1,3,4,1,3
95,1,2,2,1,4,6
95,1,3,1,4,4,1
95,2,1,4,5,4,3
95,2,2,3,6,1,7
95,2,3,1,7,4,1
95,3,1,4,3,2,4
95,3,2,3,3,3,5
95,3,3,1,4,4,1
95,4,1,3,5,5,4
95,4,2,2,5,6,5
95,4,3,1,7,7,1
95,5,1,3,4,6,8
95,5,2,2,7,5,2
95,5,3,1,7,7,1
95,6,1,3,7,1,8
95,6,2,4,5,4,2
95,6,3,1,7,4,1
96,1,1,4,1,4,4
96,1,2,3,4,1,6
96,1,3,1,4,4,1
96,2,1,2,4,5,2
96,2,2,3,1,7,8
96,2,3,1,4,7,1
96,3,1,2,1,7,6
96,3,2,4,4,4,4
96,3,3,1,4,7,1
96,4,1,3,4,7,3
96,4,2,2,6,4,7
96,4,3,1,7,7,1
96,5,1,3,2,7,2
96,5,2,2,4,4,8
96,5,3,1,4,7,1
96,6,1,2,3,3,3
96,6,2,4,3,3,7
96,6,3,1,4,4,1
97,1,1,3,5,7,6
97,1,2,2,6,5,4
97,1,3,1,7,7,1
97,2,1,2,2,4,2
97,2,2,4,4,1,8
97,2,3,1,4,4,1
97,3,1,3,2,4,2
97,3,2,4,3,1,8
97,3,3,1,4,4,1
97,4,1,3,6,1,8
97,4,2,4,5,4,2
97,4,3,1,7,4,1
97,5,1,3,2,6,5
97,5,2,4,2,5,5
97,5,3,1,4,7,1
97,6,1,3,6,5,8
97,6,2,4,6,6,2
97,6,3,1,7,7,1
98,1,1,2,4,4,6
98,1,2,4,1,7,4
98,1,3,1,4,7,1
98,2,1,2,3,5,4
98,2,2,3,1,6,6
98,2,3,1,4,7,1
98,3,1,2,4,4,7
98,3,2,3,7,2,3
98,3,3,1,7,4,1
98,4,1,3,6,5,7
98,4,2,2,5,6,3
98,4,3,1,7,7,1
98,5,1,2,4,3,7
98,5,2,4,7,1,3
98,5,3,1,7,4,1
98,6,1,2,3,4,5
98,6,2,4,2,6,5
98,6,3,1,4,7,1
99,1,1,3,4,2,2
99,1,2,2,1,3,8
99,1,3,1,4,4,1
99,2,1,4,3,4,7
99,2,2,3,1,7,3
99,2,3,1,4,7,1
99,3,1,4,1,7,6
99,3,2,3,4,4,3
99,3,3,1,4,7,1
99,4,1,2,7,1,8
99,4,2,4,5,4,2
99,4,3,1,7,4,1
99,5,1,4,2,2,4
99,5,2,3,3,2,5
99,5,3,1,4,4,1
99,6,1,4,5,6,4
99,6,2,2,7,5,6
99,6,3,1,7,7,1
100,1,1,4,4,1,2
100,1,2,2,1,3,7
100,1,3,1,4,4,1
100,2,1,4,4,4,6
100,2,2,3,1,7,3
100,2,3,1,4,7,1
100,3,1,4,4,7,4
100,3,2,2,7,4,6
100,3,3,1,7,7,1
100,4,1,3,1,4,6
100,4,2,2,4,1,4
100,4,3,1,4,4,1
100,5,1,3,1,6,5
100,5,2,4,3,5,5
100,5,3,1,4,7,1
100,6,1,2,4,5,2
100,6,2,3,1,6,8
100,6,3,1,4,7,1
101,1,1,2,2,4,3
101,1,2,4,4,1,8
101,1,3,1,4,4,1
101,2,1,4,1,6,5
101,2,2,2,3,5,5
101,2,3,1,4,7,1
101,3,1,4,1,6,8
101,3,2,3,4,5,2
101,3,3,1,4,7,1
101,4,1,3,7,1,2
101,4,2,2,4,3,7
101,4,3,1,7,4,1
101,5,1,2,5,7,3
101,5,2,3,6,4,7
101,5,3,1,7,7,1
101,6,1,2,5,6,5
101,6,2,4,5,5,4
101,6,3,1,7,7,1
102,1,1,3,3,1,8
102,1,2,2,2,4,2
102,1,3,1,4,4,1
102,2,1,2,2,2,7
102,2,2,3,3,3,3
102,2,3,1,4,4,1
102,3,1,3,3,2,5
102,3,2,4,1,3,5
102,3,3,1,4,4,1
102,4,1,4,1,7,8
102,4,2,3,4,5,2
102,4,3,1,4,7,1
102,5,1,4,4,2,2
102,5,2,2,1,3,8
102,5,3,1,4,4,1
102,6,1,2,6,6,3
102,6,2,4,5,5,7
102,6,3,1,7,7,1
103,1,1,4,4,4,3
103,1,2,3,1,7,6
103,1,3,1,4,7,1
103,2,1,4,1,6,7
103,2,2,2,4,4,2
103,2,3,1,4,7,1
103,3,1,3,4,6,5
103,3,2,4,6,5,4
103,3,3,1,7,7,1
103,4,1,4,4,4,6
103,4,2,3,1,7,4
103,4,3,1,4,7,1
103,5,1,2,3,5,4
103,5,2,4,2,7,6
103,5,3,1,4,7,1
103,6,1,3,4,5,3
103,6,2,2,2,5,7
103,6,3,1,4,7,1
104,1,1,2,3,5,4
104,1,2,3,2,7,6
104,1,3,1,4,7,1
104,2,1,4,2,3,7
104,2,2,2,3,2,3
104,2,3,1,4,4,1
104,3,1,2,5,6,5
104,3,2,3,6,4,5
104,3,3,1,7,7,1
104,4,1,2,6,4,7
104,4,2,4,5,7,3
104,4,3,1,7,7,1
104,5,1,4,3,6,5
104,5,2,3,2,6,4
104,5,3,1,4,7,1
104,6,1,4,7,1,6
104,6,2,2,4,4,4
104,6,3,1,7,4,1
105,1,1,3,7,4,3
105,1,2,2,4,7,6
105,1,3,1,7,7,1
105,2,1,4,2,4,3
105,2,2,3,3,1,7
105,2,3,1,4,4,1
105,3,1,4,3,5,4
105,3,2,3,3,6,5
105,3,3,1,4,7,1
105,4,1,3,2,2,4
105,4,2,2,2,3,5
105,4,3,1,4,4,1
105,5,1,3,4,3,8
105,5,2,2,7,2,2
105,5,3,1,7,4,1
105,6,1,3,4,4,8
105,6,2,4,2,7,2
105,6,3,1,4,7,1
106,1,1,4,4,4,4
106,1,2,3,7,1,6
106,1,3,1,7,4,1
106,2,1,2,4,2,2
106,2,2,3,1,4,8
106,2,3,1,4,4,1
106,3,1,2,1,7,6
106,3,2,4,4,4,4
106,3,3,1,4,7,1
106,4,1,3,1,7,3
106,4,2,2,3,4,7
106,4,3,1,4,7,1
106,5,1,3,5,7,2
106,5,2,2,7,4,8
106,5,3,1,7,7,1
106,6,1,2,6,3,3
106,6,2,4,6,3,7
106,6,3,1,7,4,1
107,1,1,3,2,7,6
107,1,2,2,3,5,4
107,1,3,1,4,7,1
107,2,1,2,5,4,2
107,2,2,4,7,1,8
107,2,3,1,7,4,1
107,3,1,3,2,7,2
107,3,2,4,3,4,8
107,3,3,1,4,7,1
107,4,1,3,3,4,8
107,4,2,4,2,7,2
107,4,3,1,4,7,1
107,5,1,3,5,6,5
107,5,2,4,5,5,5
107,5,3,1,7,7,1
107,6,1,3,6,2,8
107,6,2,4,6,3,2
107,6,3,1,7,4,1
108,1,1,2,4,4,6
108,1,2,4,1,7,4
108,1,3,1,4,7,1
108,2,1,2,3,2,4
108,2,2,3,1,3,6
108,2,3,1,4,4,1
108,3,1,2,4,4,7
108,3,2,3,7,2,3
108,3,3,1,7,4,1
108,4,1,3,6,2,7
108,4,2,2,5,3,3
108,4,3,1,7,4,1
108,5,1,2,1,6,7
108,5,2,4,4,4,3
108,5,3,1,4,7,1
108,6,1,2,3,1,5
108,6,2,4,2,3,5
108,6,3,1,4,4,1
109,1,1,3,4,5,2
109,1,2,2,1,6,8
109,1,3,1,4,7,1
109,2,1,4,6,1,7
109,2,2,3,4,4,3
109,2,3,1,7,4,1
109,3,1,4,1,7,6
109,3,2,3,4,4,3
109,3,3,1,4,7,1
109,4,1,2,4,4,8
109,4,2,4,2,7,2
109,4,3,1,4,7,1
109,5,1,4,2,5,4
109,5,2,3,3,5,5
109,5,3,1,4,7,1
109,6,1,4,5,3,4
109,6,2,2,7,2,6
109,6,3,1,7,4,1
110,1,1,4,4,4,2
110,1,2,2,1,6,7
110,1,3,1,4,7,1
110,2,1,4,7,1,6
110,2,2,3,4,4,3
110,2,3,1,7,4,1
110,3,1,4,1,4,4
110,3,2,2,4,1,6
110,3,3,1,4,4,1
110,4,1,3,1,7,6
110,4,2,2,4,4,4
110,4,3,1,4,7,1
110,5,1,3,4,6,5
110,5,2,4,6,5,5
110,5,3,1,7,7,1
110,6,1,2,4,2,2
110,6,2,3,1,3,8
110,6,3,1,4,4,1
